image_name,x,y,frame_number,sequence_id,number_of_points,name,species,length
R28DSCF0915.JPG,1486.750373805812,1014.614278911211,21,79,1,R28DSCF0915-4,Kulan,1.28
R28DSCF0915.JPG,1669.0010565844655,1037.25319026539,21,80,1,R28DSCF0915-5,Kulan,1.28
R28DSCF0915.JPG,1669.5359359077434,1030.1450264663383,21,81,1,R28DSCF0915-5,Kulan,1.28
R28DSCF0916.JPG,1615.7585722210633,1033.7993701747591,22,82,1,R28DSCF0916-1,Kulan,2.1
R28DSCF0916.JPG,1654.154470439493,1041.011859342862,22,83,1,R28DSCF0916-1,Kulan,2.1
R76PTDC1142.JPG,1196.0912773840869,816.9110646159284,23,84,1,R76PTDC1142-1,Kulan,1.28
R76PTDC1142.JPG,1194.426376667941,792.4642465820742,23,85,1,R76PTDC1142-1,Kulan,1.28
R76PTDC1142.JPG,1503.4789423584075,877.356073201361,23,86,1,R76PTDC1142-2,Kulan,1.28
R76PTDC1142.JPG,1499.891117653325,815.914575126823,23,87,1,R76PTDC1142-2,Kulan,1.28
R76PTDC2410.JPG,1525.477326359727,791.1566919488832,24,88,1,R76PTDC2410-1,Kulan,1.28
R76PTDC2410.JPG,1524.3561311393887,760.6601819556819,24,89,1,R76PTDC2410-1,Kulan,1.28
R76PTDC2410.JPG,1679.6087098365751,881.0460370567121,24,90,1,R76PTDC2410-2,Kulan,1.28
R76PTDC2410.JPG,1677.345968136778,826.3631126449524,24,91,1,R76PTDC2410-2,Kulan,1.28
